Id,MSSubClass,LotArea,LotConfig,OverallQual,LotFrontage,Neighborhood,OverallCond,BedroomAbvGr,TotRmsAbvGrd,TotalBsmtSF,YearBuilt,SalePrice
1206,20,14684,CulDSac,7,90.0,SawyerW,7,3,7,2158,1990,271.9
1207,20,8900,Inside,4,,SawyerW,4,2,5,1056,1966,107.0
1208,20,9135,Inside,6,70.0,CollgCr,5,3,7,1682,2003,200.0
1209,20,7763,Inside,5,70.0,NAmes,7,3,6,931,1962,140.0
1210,20,10182,CulDSac,8,85.0,Somerst,5,3,8,1660,2006,290.0
1211,60,11218,Inside,6,70.0,SawyerW,5,3,8,1055,1992,189.0
1213,30,9340,Inside,4,50.0,Edwards,6,2,4,672,1941,113.0
1215,85,10205,Inside,5,69.0,NAmes,5,3,6,925,1962,134.5
1216,20,7094,Inside,5,99.0,Sawyer,5,3,5,894,1966,125.0
1217,90,8930,Inside,6,68.0,Sawyer,5,4,8,0,1978,112.0
1218,20,8640,Inside,8,72.0,Somerst,5,3,6,1300,2009,229.456
1219,50,6240,Inside,4,52.0,BrkSide,5,2,3,0,1947,80.5
1220,160,1680,Inside,6,21.0,BrDale,5,3,7,672,1971,91.5
1221,20,7800,Inside,5,66.0,NAmes,5,2,5,912,1964,115.0
1222,20,8250,Inside,5,55.0,Sawyer,5,3,5,952,1968,134.0
1223,50,10496,Inside,6,78.0,NAmes,6,3,7,1040,1949,143.0
1224,20,10680,Inside,5,89.0,NAmes,3,4,7,2136,1951,137.9
1225,60,15384,Inside,7,60.0,Gilbert,5,3,8,788,2004,184.0
1226,80,10482,Inside,6,65.0,NAmes,8,3,6,588,1958,145.0
1227,60,14598,CulDSac,6,86.0,Somerst,5,4,9,894,2007,214.0
1228,20,8872,Corner,5,72.0,NAmes,8,2,5,912,1965,147.0
1229,120,8769,Corner,9,65.0,NridgHt,5,1,7,1702,2008,367.294
1230,80,7910,Inside,5,70.0,NAmes,5,4,7,1075,1960,127.0
1232,90,7728,Inside,5,70.0,NAmes,6,3,6,1106,1962,132.5
1233,90,9842,FR2,4,70.0,NAmes,5,2,6,0,1962,101.8
1234,20,12160,Inside,5,,NAmes,5,3,6,1188,1959,142.0
1235,70,8525,Inside,5,55.0,SWISU,6,4,7,940,1911,130.0
1236,70,13132,Inside,5,96.0,Crawfor,5,4,9,747,1914,138.887
1237,160,2628,Inside,7,36.0,NridgHt,5,2,6,764,2003,175.5
1238,60,12393,FR2,7,41.0,CollgCr,5,4,8,847,2004,195.0
1239,20,13072,Inside,6,63.0,SawyerW,5,3,6,1141,2005,142.5
1240,20,9037,Inside,8,64.0,Timber,5,2,6,1476,2006,265.9
1241,60,8158,Inside,7,65.0,CollgCr,5,3,8,884,2003,224.9
1242,20,9849,Inside,7,83.0,Somerst,6,3,7,1689,2007,248.328
1243,85,10625,Inside,7,85.0,NWAmes,6,3,6,1053,1974,170.0
